key,description
RiskProtests3,"I completely avoid situations that could put my safety at risk, like avoiding attending protests and demonstrations. (1=Do not agree at all, 7=Strongly agree)"
RiskProtests4,"I manage my risk of being part of protests and demonstrations, for example by wearing a mask, using hand sanitizer and keeping distance from others. (1=Do not agree at all, 7=Strongly agree)"
RiskProtests5,"Taking part in protests is more important than keeping my risk of coronavirus low (1=Do not agree at all, 7=Strongly agree)"
TimesHelpGiven1,"Giving money to somebody you know who needs it (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven2,"Providing up to date information (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven3,"Providing food or water (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven4,"Providing cleaning supplies (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven5,"Providing medical supplies (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven6,"Providing help with childcare (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
TimesHelpGiven7,"Providing emotional support (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived1,"Receiving money from somebody you know when you needed it (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived2,"Receiving up to date information (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived3,"Receiving food or water (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived4,"Receiving cleaning supplies (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived5,"Receiving medical supplies (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived6,"Receiving help with childcare (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
HelpReceived7,"Receiving emotional support (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
ReceivedCharity,"Since March 11, when COVID-19 was declared a global pandemic, how many times have you received assistance or goods from charities? (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
GivenCharity,"Since March 11, when COVID-19 was declared a global pandemic, how many times have you donated money, goods or your time to charities? (1=0 times, 2=1-2 times, 3=3-5 times, 4=6-10 times, 5=11-15 times, 6=16-20 times, 7=More than 20 times)"
Motivations1,"I help others because I feel compassion toward people in need (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations2,"People with whom I am close place a high value on helping others (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations3,"Helping others puts too much of a strain on me (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations4,"Helping others enables me to obtain recognition (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations5,"Helping others makes me feel happy (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations6,"When I give money to charitable causes, I find it important that 100% of my contribution goes to the beneficiaries and will not be used for overhead (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations7,"Sometimes I help others because I see other people helping on social media and I feel pressured or guilty. (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations8,"When I help others, I do so with my heart rather than my head (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations9,"My religion is an important driver for my helping behavior (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations10,"I help others because I have so much in my life to be thankful for (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations11,"I help others to decrease the injustice in this world (1=Does not fit my personality at all, 7=Fits my personality)"
Motivations12,"Sometimes I help others because I see other people helping on social media and I feel pressured or guilty. (1=Does not fit my personality at all, 7=Fits my personality)"
Chaos1,"I get a kick when natural disasters strike in foreign countries (1=Strongly disagree, 7=Strongly agree)"
Chaos2,"I fantasize about a natural disaster wiping out most of humanity such that a small group of people can start all over (1=Strongly disagree, 7=Strongly agree)"
Chaos3,"I think society should be burned to the ground (1=Strongly disagree, 7=Strongly agree)"
Chaos4,"When I think about our political and social institutions, I cannot help thinking just let them all burn (1=Strongly disagree, 7=Strongly agree)"
Chaos5,"We cannot fix the problems in our societal institutions, we need to tear them down and start over (1=Strongly disagree, 7=Strongly agree)"
Chaos6,"I need chaos around me - it is too boring if nothing is going on (1=Strongly disagree, 7=Strongly agree)"
Chaos7,"Sometimes I just feel like destroying beautiful things (1=Strongly disagree, 7=Strongly agree)"
Chaos8,"There is no right and wrong in the world (1=Strongly disagree, 7=Strongly agree)"
Chaos9,"When I think about our current political and social institutions, I feel proud (1=Strongly disagree, 7=Strongly agree)"
Chaos10,"I believe that we can fix the problems in our societal institutions, it just takes hard work (1=Strongly disagree, 7=Strongly agree)"
Chaos11,"I do not feel good unless there is order around me - I do not like chaotic situations (1=Strongly disagree, 7=Strongly agree)"
Chaos12,"I think we should all work together to preserve the beauty and order of the world we live in (1=Strongly disagree, 7=Strongly agree)"
FutureConsequences1,"I often engage in activities to achieve outcomes that may not result for many years. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences2,"I only act to satisfy present concerns, figuring the future will take care of itself. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences3,"My behavior is only influenced by the short-term (a matter of days or weeks) outcomes of my actions. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences4,"I generally ignore warnings about possible future problems because I think the problems will be resolved before they reach crisis level. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences5,"I think that sacrificing now is usually unnecessary since future outcomes can be dealt with at a later time. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences6,"I only act to satisfy immediate concerns, figuring that I will take care of future problems that may occur at a later date. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FutureConsequences7,"My day to day work is more important to me than behavior that has distant outcomes. (1=Not at all like me, 4=Neutral, 7=Very much like me)"
FoodInsecurity1,"Since March 11, when COVID-19 was declared a global pandemic: I worried whether my food would run out before I was able to get more. (1=Never, 2=Sometimes, 3=Often)"
FoodInsecurity2,"Since March 11, when COVID-19 was declared a global pandemic: I cut the size of meals or skipped meals because there was not enough food. (1=Never, 2=Sometimes, 3=Often)"
FoodInsecurity3,"Since March 11, when COVID-19 was declared a global pandemic: I lost weight because there was not enough food. (1=Never, 2=Sometimes, 3=Often)"
Housing1,"Since March 11, when COVID-19 was declared a global pandemic: I did not pay full amount of rent or mortgage (1=Never, 2=Sometimes, 3=Often)"
Housing2,"Since March 11, when COVID-19 was declared a global pandemic: I did not pay full amount of utilities (1=Never, 2=Sometimes, 3=Often)"
Housing3,"Since March 11, when COVID-19 was declared a global pandemic: I moved in with people due to financial problems (1=Never, 2=Sometimes, 3=Often)"
Homeless,"Since March 11, when COVID-19 was declared a global pandemic: have you experienced homelessness? (1=Never, 2=Sometimes, 3=Often)"
GreenSettings,"Since March 11, when COVID-19 was declared a global pandemic: have you utilized green settings such as parks, gardens, forests, waterbodies, etc. to find peace, relax or de-stress? (1=Never, 2=Sometimes, 3=Often)"
OutdoorRec,"To cope with the disruptions and increased demands of COVID-19, have you turned to outdoor recreation to take care of yourself and support your physical or mental health? (1=Never, 2=Sometimes, 3=Often)"
Movies,
Discounting1,"Which would you rather receive? (1=$26 right now, 2=$59 in 17 days)"
Discounting2,"Which would you rather receive? (1=$69 right now , 2=$85 in 91 days)"
Discounting3,"Which would you rather receive? (1=$47 right now, 2=$80 in 25 days)"
Discounting4,"Which would you rather receive? (1=$11 right now, 2=$30 in 7 days)"
Discounting5,"Which would you rather receive? (1=$34 right now, 2=$50 in 30 days)"
Discounting6,"Which would you rather receive? (1=$17 right now, 2=$29 in 25 days)"
Discounting7,"Which would you rather receive? (1=$23 right now, 2=$60 in 10 days)"
Discounting8,"Which would you rather receive? (1=$40 right now, 2=$55 in 62 days )"
Discounting9,"Which would you rather receive? (1=$32 right now, 2=$83 in 10 days )"
Discounting10,"Which would you rather receive? (1=$27 right now, 2=$50 in 21 days )"
Discounting11,"Which would you rather receive? (1=$25 right now, 2=$60 in 14 days )"
Discounting12,"Which would you rather receive? (1=$41 right now, 2=$75 in 20 days)"
Discounting13,"Which would you rather receive? (1=$14 right now, 2=$25 in 19 days)"
Discounting14,"Which would you rather receive? (1=$55 right now , 2=$75 in 61 days)"
Discounting15,"Which would you rather receive? (1=$33 right now, 2=$80 in 14 days)"
Discounting16,"Which would you rather receive? (1=$15 right now, 2=$33 in 16 days )"
Discounting17,"Which would you rather receive? (1=$49 right now, 2=$60 in 89 days )"
Discounting18,"Which would you rather receive? (1=$30 right now, 2=$51 in 25 days )"
Discounting19,"Which would you rather receive? (1=$19 right now , 2=$25 in 53 days )"
Discounting20,"Which would you rather receive? (1=$24 right now , 2=$35 in 29 days )"
Discounting21,"Which would you rather receive? (1=$15 right now, 2=$35 in 29 days )"
Discounting22,"Which would you rather receive? (1=$20 right now, 2=$55 in 7 days )"
Discounting23,"Which would you rather receive? (1=$31 right now, 2=$85 in 7 days )"
Discounting24,"Which would you rather receive? (1=$25 right now, 2=$30 in 80 days)"
Discounting25,"Which would you rather receive? (1=$15 right now, 2=$39 in 10 days)"
Discounting26,"Which would you rather receive? (1=$37 right now, 2=$84 in 17 days)"
Discounting27,"Which would you rather receive? (1=$54 right now, 2=$80 in 30 days)"
Job1,"How likely do you think it is that you will lose your job because of the economic downturn associated with COVID-19 (1=Not at all likely, 7=Extremely likely, 8=Already have lost job)"
Job2,"If you lost your job, how long do you think it would take to find another one? (1=Less than 1 month, 2=1month, 3=2months, 4=3 months, 5=4 months, 6=5 months, 7=6 months, 8=more than 6 months)"
Job3,"If you didn't have a job, how long would your savings last? (1=Already have used all of my savings, 2=1 month, 3=2 months, 4=3 months, 5=4 months, 6=5 months, 7=6 months, 8=More than 6 months)"
ImportantSocialDist,"How important is it to you to maintain social distancing now to help prevent a spike in COVID-19 cases in a few months from now? (1=Not at all important, 7=Extremely important)"
MaskPreventSurge,"How important is it to you to wear a mask in public now to help prevent a spike in COVID-19 cases in a few months from now? (1=Not at all important, 7=Extremely important)"
COVIDspike,"How likely do you think it is that there will be a spike of COVID-19 cases in a few months from now? (1=Not at all likely, 7=Extremely likely)"
CareerImpact,"How much of an impact will COVID19 have on your career path in 3-6 months from now? (1=Extremely positive, 7=Extremely negative)"
CareerImpact5yrs,"What effect will it have on your career path in five years from now? (1=Extremely positive, 7=Extremely negative)"
COVIDthreat,"How much of a threat do you believe COVID-19 poses to public health? (1=No threat at all, 7=Extremely severe threat)"
Response2ndWave,"Government efforts to slow the spread of COVID-19 have led to severe economic consequences. Assuming we have re-opened completely and a second wave hits in a few months, how should we respond? (1=Keep economy open, 4=Partial shutdown, 7=Complete shutdown)"
HowLongSocialDist,"How long would you be willing to practice social distancing to limit the spread of the disease? (1=Not at all, 2=Two weeks, 3=One month, 4=Two months, 5=Four months, 6=Six months, 7=Nine months, 8=1 year, 9=1.5 years, 10=2 years, 11=More than 2 years, 12=Forever)"
HowLongMask,"How long would you be willing to wear a mask in public spaces to limit the spread of the disease? (1=Not at all, 2=Two weeks, 3=One month, 4=Two months, 5=Four months, 6=Six months, 7=Nine months, 8=1 year, 9=1.5 years, 10=2 years, 11=More than 2 years, 12=Forever)"
ProportionWearMask1,"What proportion of individuals in your neighborhood wear a mask while shopping? (1=None, 7=All)"
ProportionWearMask2,"What proportion of your family have modified their behavior (e.g., practice social distancing or wear masks) to prevent spread of COVID-19? (1=None, 7=All)"
ProportionWearMask3,"What percentage of your CLOSE FRIENDS have modified their behavior to prevent the spread of COVID-19 (1=None, 7=All)"
ProportionWearMask4,"What percentage of individuals in your NEIGHBORHOOD have modified their behavior to prevent the spread of COVID-19? (1=None, 7=All)"
ClosestMask,"Think about the people you are closest with. How important do they believe it is for people to modify their behavior to prevent the spread of COVID-19? (1=Not at all important, 7=Extremely important)"
CFC1,"I consider how things might be in the future, and try to influence those things with my day to day behavior. (1=Not at all like you, 7=Very much like you)"
CFC2,"My convenience is a big factor in the decisions I make or the actions I take. (1=Not at all like you, 7=Very much like you)"
CFC3,"I am willing to sacrifice my immediate happiness or well-being in order to achieve future outcomes. (1=Not at all like you, 7=Very much like you)"
CFC4,"I think it is important to take warnings about negative outcomes seriously even if the negative outcome will not occur for many years. (1=Not at all like you, 7=Very much like you)"
CFC5,"I think it is more important to perform a behavior with important distant consequences than a behavior with less important immediate consequences. (1=Not at all like you, 7=Very much like you)"
CFC6,"When I make a decision, I think about how it might affect me in the future. (1=Not at all like you, 7=Very much like you)"
CFC7,"My behavior is generally influenced by future consequences. (1=Not at all like you, 7=Very much like you)"
PoliticalOrient,"How would you characterize your political leanings? 1 = extremely to the left, 7 = extremely to the right"
Contacts24hrs,"How many people (outside of your household) have you had in-person interactions with during the last 24 hours (e.g., visiting with friends, buying food or supplies from a cashier)?"
Contacts7days,"How many people (outside of your household) have you had in-person interactions with during the last 7 days (e.g., visiting with friends, buying food or supplies from a cashier)?"
ContactsMask,"During these in-person interactions, if you were closer than 6 feet (2 meters) from the person(s) did you wear a face mask? (1=Never, 3=Half the time, 5=Always)"
SchoolAge,"Do you have any school-aged children who may be returning to school in the next few weeks? 1 = no, 2 = yes, 3 = my children have already returned to school"
ConcernBack2School,"Given the current state of the pandemic where you live, how concerned are you at the prospect of your children physically returning to school? (1=Not at all, 7=Extremely)"
MethodSchool,"Given the current state of the pandemic, what is/will be your children's method of schooling?·(1=In-person, 2=Online, 3=Mixed in-person and online, 4=Homeschool, 5=Other)"
PreferredMethod,"Is this your preferred method of schooling? (1=No, 2=Yes)"
IfNotPreferred,"If not, what would be your preferred method of schooling your children? (1=In-person, 2=Online, 3=Mixed in-person and online, 4=Homeschool, 5=Other)"
Streneous,"During a typical 7-Day period (a week), how many times on the average do you do streneous exercise for more than 15 minutes during your free time?· "
Moderate,"During a typical 7-Day period (a week), how many times on the average do you do moderate exercise for more than 15 minutes during your free time?· "
Mild,"During a typical 7-Day period (a week), how many times on the average do you do mild exercise for more than 15 minutes during your free time?· "
Sweat,"During a typical 7-Day period (a week), in your leisure time, how often do you engage in any regular activity long enough to work up a sweat (heart beats rapidly)?·(1=Often, 2=Sometimes, 3=Rarely/Never)"
ActivityCovid,"Compared to your life before the Covid-19 Pandemic response, are you more active, equally active, or less active? (1=More active, 2=Equally active, 3=Less active)"
PT1,"I sometimes find it difficult to see things from the ""other guy's"" point of view. (1=Does not describe me well, 5=Describes me very well)"
PT2,"I try to look at everybody's side of a disagreement before I make a decision. (1=Does not describe me well, 5=Describes me very well)"
PT3,"I sometimes try to understand others better by imagining how things look from their perspective. (1=Does not describe me well, 5=Describes me very well)"
PT4,"If I'm sure I'm right about something, I don't waste much time listening to other people's arguments. (1=Does not describe me well, 5=Describes me very well)"
PT5,"I believe that there are two sides to every question and try to look at them both. (1=Does not describe me well, 5=Describes me very well)"
PT6,"When I'm upset at someone, I usually try to ""put myself in their shoes"" for a while. (1=Does not describe me well, 5=Describes me very well)"
PT7," Before criticizing somebody, I try to imagine how I would feel if I were in their place. (1=Does not describe me well, 5=Describes me very well)"
RMET8score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.
 0 = wrong answer, 1 = right answer"
RMET9score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.
 0 = wrong answer, 1 = right answer"
RMET12score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.
 0 = wrong answer, 1 = right answer"
RMET14score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.
 0 = wrong answer, 1 = right answer"
RMET15score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice.
 0 = wrong answer, 1 = right answer"
RMET19score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice. 0 = wrong answer, 1 = right answer"
RMET22score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice. 0 = wrong answer, 1 = right answer"
RMET24score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice. 0 = wrong answer, 1 = right answer"
RMET32score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice. 0 = wrong answer, 1 = right answer"
RMET36score,"You will now be shown a set of eyes from people displaying various thoughts and feelings. For each set of eyes, choose the word that best describes what the person in the picture is thinking or feeling. Please choose the word which you consider to be most suitable. You should try to do the task as quickly as possible, but make sure that you have read all 4 words before making your choice. 0 = wrong answer, 1 = right answer"
PartnerEmpathy1,"I share my acquaintance's emotions (1=Do not agree at all, 7=Strongly agree)"
PartnerEmpathy2,"I empathize with my acquaintance (1=Do not agree at all, 7=Strongly agree)"
PartnerEmpathy3,"I see that my acquaintance feels the same emotions as I do (1=Do not agree at all, 7=Strongly agree)"
PartnerEmpathy4,"I feel a strong bond with my acquaintance (1=Do not agree at all, 7=Strongly agree)"
SharedAgency1,"My acquaintance will take on my responsibilities so that I can accomplish my goals (1=Do not agree at all, 7=Strongly agree)"
SharedAgency2,"If I am busy, my acquaintance will not tell me about their difficulties and needs. (1=Do not agree at all, 7=Strongly agree)"
SharedAgency3,"My acquaintance and I tend to negotiate when we disagree (1=Do not agree at all, 7=Strongly agree)"
RMETcomposite,
PerspectiveTakingComposite,
PartnerEmpathyAcqComposite,
SharedAgencyAcqComposite,
PromotionEE,"Imagine that your acquaintance has received a promotion at their job. They have been working really hard for this company for some time, and are very excited about this new opportunity. This promotion will give your acquaintance more financial stability and the ability to invest in the future. How good do you feel about your acquaintance receiving this promotion? (1=Not at all, 7=Really good)"
PromotionSH,"How do you feel this promotion will influence you? (1=This will have no influence on me, 7=This will have a positive influence on me)"
DeathEE,"Imagine that your acquaintance recently lost both of their parents in a car accident. Your acquaintance is devastated about their loss. Without his/her parents, your acquaintance has lost their main source of emotional and social support, and they do not know how to cope.·How bad do you feel about your acquaintance losing their parents? (1=Not at all, 7=Really bad)"
DeathSH,"How do you feel that this loss will influence you? (1=This will have no influence on me, 7=This will have a positive influence on me)"
Dggive,"You will now play an allocation task with your acquaintance. In this allocation task you will be given 100 lottery tickets. Each ticket is a lottery entry for two $5.00 USD prices. You can allocate any amount between 0 and 100 to your acquaintance. The remainder amount you will keep as entries to the lottery for yourself. The more tickets you allocate to your acquaintance, the greater the chances of them winning; and the more tickets you allocate to yourself, the greater your chances of winning. We will send you information about how your acquaintance can contact us and receive their payment if they win the lottery. If you are the winner, we will add a bonus payment to your Prolific account."
HouseHold,How many people currently live in your household?
HealthCare,"Are you currently employed as a healthcare worker? (1=No, 2=Yes)"
Teacher,"Are you currently employed as a teacher? (1=No, 2=Yes)"
WorkHighRisk,"Has your occupation been identified as high-risk for COVID-19 transmission?·(1=No, 2=Not sure, 3=Yes)"
WorkCovidGear,"Does your workplace provide you with sufficient access to protective gear against COVID-19 (for example, cloth masks, surgical masks, respirators, eye protection, etc)? (1=Strongly disagree, 7=Strongly agree)"
SelfIsolation,"Since March 13, when COVID-19 was declared a global pandemic, have you been self-isolating (no physical contact with people outside of your household)? (1=Not at all, 3=About half of the time, 5=All of the time)"
HouseHoldIsolation,"Since March 13, when COVID-19 was declared a global pandemic, have members of your household been isolating (no physical contact with people outside of your household)? (1=Not at all, 3=About half of the time, 5=All of the time)"
HouseHoldMask,"When members of your household have in-person interactions with people outside your household do they wear a mask and/or stay 6 feet (2 meters) away from the person(s)?·(1=Never, 3=Half the time, 5=Always)"
Work,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? During work (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
ErrandOut,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Outdors errands (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
ErrandIN,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Indoor errands (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Taxi,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? During taxi, lyft/uber (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
PublicTransport,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Using large public transportation such as buses or subways (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
RestaurantOut,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Dining at a restaurant outdoors (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
RestaurantIN,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Dining at a restaurant indoors (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
PartyOut,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Hosting/attending a gathering or party outdoors (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
PartyIN,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Hosting/attending a gathering or party indoors (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
GymOut,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Using an outdoor gym/fitness center (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
GymIN,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Using an indoor gym/fitness center (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Salon,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Going to a salon such as a nail/hair salon or  (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)barbershop"
Camping,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Camping (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Hotel,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Spending the night in a hotel(1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
OtherHouse,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Spending the night in someone else∆s house (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Park,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Going to parks or recreational centers/facilities (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Doctor,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Going a doctor∆s/dentist∆s office (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Beach,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Going to the beach or lake (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
Pool,"Since March 13, when COVID-19 was declared a global pandemic, have you worn a mask and/or stayed 6 feet (2 meters) away from other people when doing the following activities? Going to a public/shared pool (1=Never, 3=About half the time, 5=Always, 6=I have not done this activity since March 13)"
ContactFriends,"How often have you been in contact with friends (not including family members, in-laws, children) since the pandemic started? (1=Less than once a month, 2=Once a month, 3=Once a week, 4=A few times a week, 5=Every day)"
WayContact,"What is your primary way of keeping in contact with friends since the pandemic started? (1=In-person contact, 2=Texting and phone calls, 3=Video calling (e.g., Skype, FaceTime, Zoom), 4=Emails)"
ImpactedFriends,"How has the pandemic impacted your existing friendships? (1=The pandemic has made them worse, 4=Neither better or worse, 7=The pandemic has made them better)"
NewFriends,"Have you made any new friendships since the pandemic began? If so, how many?"
FriendsSatisfied,"How satisfied are you with your friendships currently during the pandemic? (1=Not at all satisfied, 7=Completely satisfied)"
FriendsIsolated,"How isolated from your social circle have you felt during the pandemic? (1=Not at all isolated, 7=Completely isolated)"
FriendsLonely,"How lonely have you felt during the pandemic? (1=Not at all lonely, 7=Completely lonely)"
FriendsGuilty,"Do you feel guilty because you are not able to check-in on your friends in person as much as you used to?·(1=Not at all, 7=Very much)"
FriendsParty,"A friend of yours is hosting a party indoors at his house next weekend that will have about 50 guests. Some of the guests are mutual friends of yours; other guests you do not know. Considering you have no other obligations, how likely are you to attend this party? (1=Not at all, 7=Very likely)"
FP1,"How many new friends have you made in the past 12 months? (1=0 friends, 2=1-2 friends, 3=3-5 friends, 4=6-10 friends, 5=11-15 friends, 6=16-20 friends, 7=More than 20 friends)"
FP2,"Friendships without closeness are ok, I don∆t feel like I need to be emotionally close with all of my friends (1=Strongly disagree, 7=Strongly agree)"
FP3,"I enjoy making casual friendships with many different people (1=Strongly disagree, 7=Strongly agree)"
FP4,"I try to make new friends even if I can't be sure that I will develop close friendships with all of them (1=Strongly disagree, 7=Strongly agree)"
FP5,"I want to have a lot of different friendships with a lot of different people, even if it means that I don't get to know all of them very well (1=Strongly disagree, 7=Strongly agree)"
FP6,"How long would you have to know someone to consider that person a friend? (1=More than 1 year, 2=1 year, 3=6-12 months, 4=3-6 months, 5=1-3 months, 6=A few weeks, 7=A few days)"
FP7,"I often find myself wishing I could be friends with lots of new people (1=Strongly disagree, 7=Strongly agree)"
